0,Подскажите пожалуйста для операторов call центра будет ли этот компьютер хорошим выбором? Если нет, то какой норм?),

4,Які розміри корпусу ?,

0,Такое железо давно надо паковать как mini-pс ,и цеплять в место smart-tv.И зачем этой начинке такая огромная коробка,и БП на 400 Вт?,

0,Как думаете??,Переваги: Как думаете farming simulator 2011 или 2013 потянет???,

0,а world of tenks потянет,

0,ПОТЯНЕТ ЛИ GTA 4?,

1,Как связаться с продавцом? вчера получил системный блок в сборке и не могу установить операционную систему. Завис на логотипе Асуса, на кнопки Дел. и F2 не реагирует от слова "вообще".,Недоліки: Не работает!,

5,Брал для воспроизведения видео и презентаций на проекторе по hdmi 15 метров. Легко справляется с расширением экрана на монитор и проектор. VGA и HDMI одновременно норм работают!,Переваги: Нет ничего лишнего.,

5,Для игр типо WOT WOW пойдёт?? Напишите в коменты,

4,Чудовий комп за такі гроші.,Переваги: Чудовий комп за такі гроші.,Недоліки: Недоліків не помічено.,

0,Подскажите пожалуйста для операторов call центра будет ли этот компьютер хорошим выбором? Если нет, то какой норм?),

4,Які розміри корпусу ?,

0,Такое железо давно надо паковать как mini-pс ,и цеплять в место smart-tv.И зачем этой начинке такая огромная коробка,и БП на 400 Вт?,

0,Как думаете??,Переваги: Как думаете farming simulator 2011 или 2013 потянет???,

0,а world of tenks потянет,

0,ПОТЯНЕТ ЛИ GTA 4?,

1,Как связаться с продавцом? вчера получил системный блок в сборке и не могу установить операционную систему. Завис на логотипе Асуса, на кнопки Дел. и F2 не реагирует от слова "вообще".,Недоліки: Не работает!,

5,Брал для воспроизведения видео и презентаций на проекторе по hdmi 15 метров. Легко справляется с расширением экрана на монитор и проектор. VGA и HDMI одновременно норм работают!,Переваги: Нет ничего лишнего.,

5,Для игр типо WOT WOW пойдёт?? Напишите в коменты,

4,Чудовий комп за такі гроші.,Переваги: Чудовий комп за такі гроші.,Недоліки: Недоліків не помічено.,

0,патенет ведьмак 2,

0,Потянет ли ведьмак 2 и фаркрай 2,

4,Потянет Samp???,

0,Потянет GTA 5 и майнкрат,Переваги: Потянет GTA 5 и майнкрат,

0,потянет Доту 2 или нет?,

0,Подскажите выдержит он игру майнкрафт?,

5,Купил себе данный компьютер. Винчестер пустой, устройства для чтения компакт-дисков нет. Хотел поставить DVD-ROM с предыдущего компьютера, а на материнской плате отсутствует разъём под шлейф. Придётся купить новый DVD-ROM с разъёмом SATA. Пытался хотя бы загрузиться с дискеты - нет даже разъёма для подключения дисковода. Хотя в корпусе отверстие для дисковода есть. :) Может, сейчас есть и 3-дюймовые дисководы с разъёмом SATA или USB? Но мой не подошёл. В общем, компьютер рассчитан на специалиста, который сможет и корпус вскрыть, и систему поставить с нуля. Если вы мастер отвёртки, то это хороший выбор. Всё остальное в данном компьютере - отлично.,Переваги: Дешёвый, компактный, лёгкий (около 4 кг), процессор без кулера (всё обдувается вентилятором из блока питания),Недоліки: Сложно ввести в работу,

4,Подскажыте какие хорошые игры он может потянуть к примеру майн там км го,

0,Потянит ли он wolfenstain the new order,

0,Сколько гб видеокарта?,

5,Если купить этот компьютер школьнику 5-9 класса, то он только уроки на нём сможет сделать и может не мечтать об играх. У него не будет игровой зависимости из-за невозможности запустить даже старые игры на данном ПК,Переваги: Цена, минимально необходимая мощь, достаточная для написания рефератов, поиска информации в интернете, создания презентаций и просмотра учебных видео.,Недоліки: Суденту может не хватить, если он на технической специальности,

0,Проработал чуть больше года ( интернет 4 - 5 часов в день ) здох . Попал на ремонт .,Переваги: тихий,Недоліки: Проработал больше года,

5,Потянет ли он CS GO? или Samp , CRMP , MTA ?И сколько будет ФПС.,

0,потянет ли доту?,

0,Добрый день у меня есть вопрос потянет ли CS:GO? Если да то сколько ФПС будет на минемалках,

0,Доброго времени суток! Возможно ли подключить на этот аппарат 2 монитора. И как лучше это сделать? Надо ли покупать дополнительную видеокарту, если надо то какую? Спасибо!,

0,А на этом компьютере какой Windows? XP или 7?,

5,Сколько примерно фпс будет в кс го? :D 100 фпс будет хоть?,

5,Для оффиса отличный вариант, тянет 40 закладок и корел в одно время, чего не ожидали.,Переваги: Оффисная коробка, не дорого и производительно,Недоліки: за эту цену - нет,

0,Сколько ФПС в CS:GO на минимальных и на разшерение 1280x720?,

0,Потянет ли гта5 на средних настройках,

0,Сама и ворлд оф танкс потянет?,

0,Спустя два месяца использования вышла из строя кнопка включения компьютера.,

0,При установке Windows 7 Pro x32 показывает, что из 4Гб (доступно 1,88Гб) В биосе выделяется видеокарте всего 64Мб. В msconfig галочка убрана в разделе загрузка. Как исправить данный нюанс?,Переваги: цена,

0,А потянет он war thander _ по русскому вар тандер на подобии ворлд оф танкс,

0,Сколько слотов для расширения оперативной памяти у него есть?,

5,Кс го потянет,

0,Потянет ли игру Warframe на хотя бы минималках без лагов?,

0,А на нём будет работать Soni Vegas или лагать будет???,

0,Сколько ФПС в CS:GO на минимальных и на разшерение 1280x720?,

0,Добрый день! Интерисует, возможна ли установка виндовс ХП на данный аппарат? Нужно в производственных целях установить именно эту ОС и наличие компорта.,

0,Установка или обновление Windows это что конкретно?,

0,какое максимальное разрешение монитора поддерживает эта видеокарта? достаточно ли охлаждается материнская плата?,

0,У него к материнке подключается оптический привод? (не внешний),

0,Покупкой доволен,все хорошо работает, нареканий нет, спасибо Розетке!),

0,подскажите как установить ОС с диска если дисковод не встроен?,

0,1. Зачем давать два установочных диска с драйвеерами, если нет дисковода ! 2. Вопрос, почему не устанавливается Windows на данный компьютер ?,

5,со своими задачами - серфингом в нете и редактированием файлов справляется. можно слушать музыку. больше с него не выжать. что хотел то и получил.,

0,Самое оно для офисных дел, сверх возможностей от него ожидать не следует.,

0,сгорела материнская плата,Переваги: прожил 11 месяцев,Недоліки: сдох,

0,Скажіть будьласка чи піде 10 віндовс на ньому і сьогоднішні нові ігри та проги?,

0,А кс го потягне чи доту?,

5,Скажите пожалуйсто потянет ли гта 5 на минимальних настройках?),Переваги: .,Недоліки: .,

0,А можно на него потом будет видюху Inno3D PCI-Ex GeForce GT 720 LP 2048MB DDR3 (64bit) (797/1600) (DVI, VGA, HDMI) (N720-1SDV-E3BX) поставить ???,

0,Хочу взять Отцу онлайн видео 1080 720p потянет ? и еще как на счет драйверов если ставить семерку восьмерку или десятку?,

