3,Очень достойная машина, в ней всё прекрасно. Подсветка - это что-то волшебное :) Справляется со всеми запросами геймера на сегодняшний день. Но к сожалению, поработав 9 дней, у компьютера почти отказал блок питания(причина неизвестна). Отправила в сервис центр, теперь жду.,Переваги: Мощный, тянет всё на ультрах,Недоліки: Натягивает много пыли, но это максимум к чему можно придраться,

0,Здравствуйте у меня возник такой вопрос на сколько лет пользования хватит этого компьютера для игр,

0,можна сюда поставить монитор FLATRON L1942T,

0,Он доставляеться собранный или его нужно самом собирать?,

0,а можна происидинити до нйого Монитор 23" LG 23MP57HQ-P,

0,Вопросы к представителю. Можно подключить Apple Display Cinema HD 23"?,

0,Здравствуйте, будет ли работать монитор с VGA разъемом через переходник VGA-hdmi с данной видеокартой?,

0,А можно подключить к монитору LG M237WDP ?,

5,Привезли недавно. Работать одно удовольствие. Заниматься 3д легко и просто. Все игры на фул фпс монитора. Крутая вещь. Поддержка отвечает за 15 минут. Можно подключить 6 мониторов)),Переваги: Комп богов,Недоліки: Нету,

0,Еще один вопрос: а ПК доставляют собранным или разобранным? Если разобранным, то есть услуга собрать?,

3,Очень достойная машина, в ней всё прекрасно. Подсветка - это что-то волшебное :) Справляется со всеми запросами геймера на сегодняшний день. Но к сожалению, поработав 9 дней, у компьютера почти отказал блок питания(причина неизвестна). Отправила в сервис центр, теперь жду.,Переваги: Мощный, тянет всё на ультрах,Недоліки: Натягивает много пыли, но это максимум к чему можно придраться,

0,Здравствуйте у меня возник такой вопрос на сколько лет пользования хватит этого компьютера для игр,

0,можна сюда поставить монитор FLATRON L1942T,

0,Он доставляеться собранный или его нужно самом собирать?,

0,а можна происидинити до нйого Монитор 23" LG 23MP57HQ-P,

0,Вопросы к представителю. Можно подключить Apple Display Cinema HD 23"?,

0,Здравствуйте, будет ли работать монитор с VGA разъемом через переходник VGA-hdmi с данной видеокартой?,

0,А можно подключить к монитору LG M237WDP ?,

5,Привезли недавно. Работать одно удовольствие. Заниматься 3д легко и просто. Все игры на фул фпс монитора. Крутая вещь. Поддержка отвечает за 15 минут. Можно подключить 6 мониторов)),Переваги: Комп богов,Недоліки: Нету,

0,Еще один вопрос: а ПК доставляют собранным или разобранным? Если разобранным, то есть услуга собрать?,

5,Можно подключить к монитору через кабель D-Sub???,

0,Здравствуйте, смогу ли я подключить сразу 2 монитора?,

0,Какая материнка?,

0,Возможно ли подключить монитор с VGA,

5,Какое полное название видеокарты?,

0,Какая здесь видеокарта, gtx 1060 asus strix или gtx 1060 asus dual,

0,спасибо очень помогло,

0,Вопрос к представителю компании: я смогу подключить видеокарту к данному монитору-Samsung S23B350H (LS23B350HS) http://hard.rozetka.com.ua/samsung_ls23b350hs/p202657/#tab=all,

0,Забрал комп сегодня.Все конечно круто, но где драйвера на метеринскую плату?!,

0,Какая здесь видеокарта gtx 1060? (От какого производителя),

0,Дуже класний пк. В сучасних іграх на ультра настройках майже завжди стабільно 60+ фпс. Охолодження достойне - в іграх відеокарта вище 57 градусів не грілась, при перегляді фільмів температура 28-30.,

5,Возможно ли заместь асус видеокарты поставить от MSI?,

0,Скажите, можно ли будет подключить этот пк к vga монитору через переходник и будет ли нормально функционировать? (хотя бы первое время),

0,Встанет сюда сетевой адаптер (LAN) Asus PCE-AC68,

0,Какой максимум размер оперетивки,

0,Возможно поставить сюда 4 HDD по 2TB,

0,Какой производитель охлаждения видеокарты?,

0,в этом компе такая видюха?,

0,А может кто посоветовать бесперебойник (UPS) по мощности к нему, с учетом монитора, колонок ну и еще мелких приборов,

0,DDR4-2400 МГц Gaming (2 х 8 ГБ),

0,Здесь DDR3 или DDR4 ? И какая частота?,

5,Достойная сборка. На данный момент была протестирована на следующих играх на высоких настройках графики, чтобы выдавать 60 ФПС+: Ведьмак 3, The Division, Doom, Batman Arkham Knight, WoT. Такой сборки минимум хватит на 5 лет вперед. Советую к покупке!,Переваги: Все достоинства указаны в характеристиках железа,Недоліки: Не обнаружено,

